Age,Gender,Income,City,Employment,WorkHours,Commute,DinnersCooked,EnjoysCooking,CookingSkill,CookingChallenges,DinnerTime,WhoCooks,CuisinePreferences,MealType,NonVegFrequency,DietGoals,Allergies,HealthImportance,CalorieTracking,OrderFrequency,SpendOutside,SpendMealKit,PaymentMode,TryMealKit,DeliveryPref,MealFreqSub,DesiredFeatures,ContinueService,ReferService,ReferralIncentive
21,Female,30k–50k,Bangalore,Part-time,6–8,60+ min,1–2,Yes,3,"No ideas, No time, No skills, Waste of ingredients, Too tired, Grocery hassle, Not cost-effective, Cleaning up",8–9 PM,Partner,"North Indian, Asian, Keto/High-protein, Chinese, Italian, Continental, Mexican, Vegan",Vegetarian,3–4,"Quick meal-prep, Weight loss, Gluten-free, Diabetes-friendly, Balanced meals, Low-calorie, Immune boost",None,5,Never,1–2 times,<150,₹250,Debit Card,Definitely,Weekly batch,5–6,"Recipe variety, No cleanup, Nutrition labels, Customizable, Cancel-anytime, App-based tracking",Definitely,Definitely,Discounts
31,Male,75k–1L,Bangalore,Consultant,6–8,15–30 min,3–4,Only on weekends,2,"Not cost-effective, No time, Too tired, No skills, Grocery hassle, Portioning issues",8–9 PM,Self,"North Indian, Keto/High-protein, Thai, Chinese, Continental, Healthy Superfoods, Vegan, Asian",Vegetarian,Never,"Sustainable eating, Weight loss, High-protein, Balanced meals, Muscle gain, Low-carb, Gluten-free",None,4,Never,1–2 times,250–400,₹200,UPI,Maybe,3x/week,Daily,"Recipe variety, Family plans, Fast delivery, Cancel-anytime, Loyalty points, App-based tracking, Customizable",Maybe,Definitely,Free meals
30,Male,75k–1L,Mumbai,Full-time,6–8,15–30 min,1–2,Only on weekends,2,"Not cost-effective, No ideas, No skills, Too tired",8–9 PM,Self,"Thai, Asian, Italian, Healthy Superfoods, North Indian, South Indian, Fusion",Non-Vegetarian,Never,"Low-carb, Immune boost, Gluten-free, Gut health, Balanced meals",None,3,Never,1–2 times,250–400,₹250,Debit Card,Definitely,On-demand,1–2,"Fast delivery, App-based tracking, Easy cooking, Cancel-anytime, Customizable, No cleanup",Definitely,Definitely,Free meals
29,Female,50k–75k,Other,Consultant,8–10,30–60 min,3–4,Yes,4,"Too tired, Portioning issues, No time, Not cost-effective",7–8 PM,Self,"Thai, Vegan, Keto/High-protein, South Indian, Healthy Superfoods, Asian",Vegetarian,Never,"Immune boost, Low-calorie, Sustainable eating, Gut health, Gluten-free, Weight loss, Low-carb, Quick meal-prep",None,4,Never,3–4 times,>400,₹200,Credit Card,Maybe,Weekly batch,1–2,"Cancel-anytime, No cleanup, App-based tracking, Recipe variety, Nutrition labels, Easy cooking",Definitely,Definitely,Free meals
34,Non-binary,1.5L+,Delhi NCR,Student,6–8,15–30 min,None,Yes,3,"Too tired, Portioning issues, Don't enjoy it, Not cost-effective, Waste of ingredients, No skills, Grocery hassle",7–8 PM,Partner,"Keto/High-protein, Healthy Superfoods, Chinese, Italian, Thai",Mixed,1–2,"Gluten-free, Balanced meals, Immune boost, Low-calorie, Sustainable eating",None,3,Never,3–4 times,250–400,₹250,Debit Card,Definitely,On-demand,3–4,"App-based tracking, Cancel-anytime, Customizable, Family plans, Easy cooking, Loyalty points, Recipe variety",Definitely,Definitely,Discounts
29,Male,75k–1L,Delhi NCR,Freelancer,6–8,60+ min,None,No,2,"Waste of ingredients, Grocery hassle, No ideas, Not cost-effective, Too tired, No skills, No time",7–8 PM,Hired help,"Thai, Healthy Superfoods, Mexican, Fusion, Chinese, Italian, Asian",Non-Vegetarian,5+,"Sustainable eating, Muscle gain, Weight loss, Low-carb",None,4,Never,5+,250–400,₹200,Wallets,Definitely,On-demand,5–6,"Nutrition labels, Family plans, Easy cooking, Customizable, No cleanup, App-based tracking, Loyalty points, Fast delivery",Definitely,Definitely,Discounts
27,Male,75k–1L,Bangalore,Full-time,6–8,60+ min,3–4,No,2,"No ideas, No skills, Don't enjoy it, Waste of ingredients",7–8 PM,Hired help,"Continental, Mexican, Thai, Fusion, South Indian, Keto/High-protein, Chinese",Non-Vegetarian,3–4,"Weight loss, Gluten-free, Immune boost, High-protein, Quick meal-prep, Muscle gain, Balanced meals",None,3,Occasionally,1–2 times,150–250,₹200,Debit Card,Definitely,Weekly batch,3–4,"Nutrition labels, No cleanup, Cancel-anytime, Easy cooking",No,No,Free meals
43,Female,1.5L+,Mumbai,Freelancer,6–8,15–30 min,3–4,No,1,"Too tired, Grocery hassle, Waste of ingredients, Cleaning up, Not cost-effective, Portioning issues",8–9 PM,Alternates,"Vegan, Fusion, South Indian, Keto/High-protein, Healthy Superfoods",Vegetarian,Never,"Gluten-free, Low-calorie, Sustainable eating, Gut health, Balanced meals, Diabetes-friendly",None,3,Occasionally,5+,150–250,₹200,Credit Card,Unlikely,Weekly batch,5–6,"Customizable, Cancel-anytime, App-based tracking, Recipe variety",Definitely,Definitely,Discounts
41,Female,1.5L+,Other,Homemaker,6–8,30–60 min,3–4,Only on weekends,3,"Cleaning up, Portioning issues, Waste of ingredients, No time, No skills",7–8 PM,Self,"Italian, South Indian, Continental, Chinese, North Indian, Thai, Keto/High-protein",Vegan,3–4,"Low-carb, Muscle gain, Sustainable eating, Gut health, Low-calorie, High-protein, Balanced meals, Gluten-free",None,4,Never,5+,<150,₹150,Credit Card,Definitely,Weekly batch,5–6,"Customizable, Loyalty points, Cancel-anytime, Fast delivery, Nutrition labels, Easy cooking, No cleanup, Recipe variety",Maybe,Definitely,Free meals
33,Male,1.5L+,Pune,Full-time,6–8,30–60 min,1–2,Yes,2,"No skills, No time, Waste of ingredients, Portioning issues, Grocery hassle, Cleaning up",8–9 PM,Partner,"Healthy Superfoods, North Indian, Fusion, Continental, Asian, Vegan, South Indian",Non-Vegetarian,Never,"Quick meal-prep, Immune boost, Gluten-free, Low-carb, Balanced meals, Low-calorie, Sustainable eating",Lactose,1,Never,3–4 times,>400,₹300+,UPI,Definitely,Daily,1–2,"Family plans, Recipe variety, Easy cooking, Cancel-anytime, Nutrition labels",Maybe,Definitely,Discounts
34,Female,75k–1L,Delhi NCR,Full-time,8–10,<15 min,Daily,Yes,2,"Cleaning up, No skills, Too tired, Portioning issues",Before 7 PM,Self,"Keto/High-protein, Italian, South Indian, Healthy Superfoods, North Indian, Vegan",Vegetarian,3–4,"High-protein, Quick meal-prep, Immune boost, Diabetes-friendly, Gut health, Gluten-free",None,3,Regularly,1–2 times,150–250,₹250,Cash,Maybe,Weekly batch,5–6,"Recipe variety, Loyalty points, Nutrition labels, Easy cooking, Fast delivery, App-based tracking, No cleanup, Family plans",Definitely,Maybe,Free meals
30,Male,30k–50k,Other,Student,8–10,30–60 min,1–2,Yes,4,"Cleaning up, Portioning issues, Grocery hassle, No time, No skills",7–8 PM,Self,"Thai, Chinese, Italian, Asian",Non-Vegetarian,Never,"Muscle gain, Balanced meals, High-protein, Weight loss, Low-calorie, Diabetes-friendly, Quick meal-prep, Gluten-free",None,5,Never,1–2 times,150–250,₹200,Debit Card,Definitely,On-demand,3–4,"Customizable, Recipe variety, Loyalty points, Easy cooking, No cleanup",Maybe,Maybe,Discounts
34,Female,50k–75k,Hyderabad,Full-time,6–8,15–30 min,3–4,No,2,"Portioning issues, No skills, Cleaning up, Waste of ingredients, No time",8–9 PM,Parent,"South Indian, Chinese, Mexican, Continental",Non-Vegetarian,Never,"Weight loss, Low-carb, Low-calorie, Immune boost, Gluten-free, Diabetes-friendly, Muscle gain, Sustainable eating",None,2,Never,3–4 times,>400,₹200,Cash,Maybe,Weekly batch,5–6,"Fast delivery, App-based tracking, Loyalty points, Recipe variety, Cancel-anytime, Nutrition labels, Customizable, Family plans",Definitely,Definitely,Not important
35,Male,50k–75k,Delhi NCR,Full-time,6–8,30–60 min,1–2,Yes,4,"Not cost-effective, No ideas, Portioning issues, Grocery hassle, Don't enjoy it, Waste of ingredients, No skills",7–8 PM,Self,"Mexican, Asian, Healthy Superfoods, Chinese, Continental, Thai",Non-Vegetarian,1–2,"Low-calorie, Quick meal-prep, Weight loss, Muscle gain, Balanced meals, Sustainable eating",None,3,Never,5+,>400,₹300+,UPI,Definitely,3x/week,3–4,"Family plans, No cleanup, Nutrition labels, Recipe variety",Definitely,No,Discounts
21,Female,1L–1.5L,Other,Homemaker,6–8,15–30 min,3–4,No,3,"Don't enjoy it, Too tired, Waste of ingredients, No time, Not cost-effective, No ideas, Grocery hassle, No skills",Before 7 PM,Self,"Chinese, North Indian, Asian, Mexican, Keto/High-protein",Mixed,5+,"Quick meal-prep, Balanced meals, Muscle gain, Gluten-free, Immune boost, Sustainable eating",None,4,Regularly,5+,250–400,₹200,Wallets,Maybe,Weekly batch,3–4,"Customizable, Family plans, App-based tracking, Nutrition labels, No cleanup",Definitely,No,Not important
25,Male,30k–50k,Delhi NCR,Homemaker,6–8,15–30 min,1–2,Yes,3,"No ideas, Cleaning up, No skills, No time, Too tired, Not cost-effective, Portioning issues",8–9 PM,Self,"Thai, Vegan, Mexican, Continental, Asian, Chinese",Mixed,3–4,"Balanced meals, Muscle gain, Sustainable eating, Low-calorie, Quick meal-prep, Immune boost, Diabetes-friendly",None,4,Regularly,1–2 times,>400,₹200,Credit Card,Definitely,3x/week,3–4,"Family plans, Cancel-anytime, Customizable, Loyalty points, App-based tracking, Nutrition labels, No cleanup",Definitely,Maybe,Not important
32,Female,75k–1L,Mumbai,Freelancer,8–10,60+ min,3–4,Yes,2,"Portioning issues, Grocery hassle, Cleaning up, Not cost-effective, Don't enjoy it, No time",7–8 PM,Self,"Keto/High-protein, Continental, Thai, Fusion, South Indian, Vegan",Vegetarian,5+,"Low-calorie, Balanced meals, Gut health, Weight loss",None,5,Never,1–2 times,<150,₹300+,UPI,Definitely,Weekly batch,5–6,"Nutrition labels, Customizable, Recipe variety, Family plans",Maybe,Definitely,Discounts
30,Male,1.5L+,Bangalore,Freelancer,8–10,30–60 min,5–6,Only on weekends,1,"Cleaning up, No ideas, Portioning issues, No time, No skills",8–9 PM,Self,"Chinese, Continental, Keto/High-protein, Vegan, Italian, Fusion",Mixed,Never,"Immune boost, High-protein, Balanced meals, Low-carb, Sustainable eating",Lactose,1,Occasionally,5+,250–400,₹250,Cash,Maybe,Weekly batch,Daily,"Easy cooking, Fast delivery, Loyalty points, App-based tracking",Definitely,Definitely,Free meals
39,Female,1L–1.5L,Other,Freelancer,6–8,30–60 min,1–2,Yes,3,"No time, Waste of ingredients, No ideas, No skills, Grocery hassle, Don't enjoy it",After 9 PM,Hired help,"Mexican, Thai, Fusion, Healthy Superfoods, Chinese, North Indian",Eggetarian,5+,"Weight loss, Gluten-free, High-protein, Low-carb",None,4,Never,3–4 times,150–250,₹200,Debit Card,Maybe,On-demand,3–4,"Family plans, No cleanup, Cancel-anytime, Nutrition labels, Recipe variety",Definitely,No,Discounts
30,Female,50k–75k,Chennai,Student,8–10,15–30 min,1–2,No,2,"Cleaning up, Waste of ingredients, No time, No ideas, Portioning issues, No skills",8–9 PM,Parent,"Thai, South Indian, North Indian, Chinese, Italian, Asian, Keto/High-protein, Vegan",Vegetarian,5+,"Diabetes-friendly, Quick meal-prep, Immune boost, Balanced meals, Gut health, Low-carb",None,2,Regularly,1–2 times,150–250,₹300+,Debit Card,Maybe,3x/week,3–4,"App-based tracking, Nutrition labels, Recipe variety, Customizable, Cancel-anytime",Definitely,Definitely,Discounts
30,Male,1.5L+,Mumbai,Full-time,10+,60+ min,1–2,Yes,1,"Waste of ingredients, No skills, No ideas, Don't enjoy it, Not cost-effective, Cleaning up",After 9 PM,Self,"Chinese, North Indian, Fusion, Vegan, Asian, Thai, South Indian",Non-Vegetarian,1–2,"Gut health, Low-carb, Weight loss, Sustainable eating",None,3,Never,Never,150–250,₹250,Wallets,Maybe,Weekly batch,3–4,"Family plans, Cancel-anytime, Easy cooking, No cleanup",Definitely,Maybe,Free meals
31,Male,1L–1.5L,Bangalore,Full-time,10+,15–30 min,Daily,Yes,3,"Too tired, Not cost-effective, Cleaning up, Waste of ingredients, Grocery hassle",7–8 PM,Partner,"Asian, Fusion, Vegan, North Indian",Mixed,Never,"Quick meal-prep, High-protein, Diabetes-friendly, Low-calorie, Balanced meals, Sustainable eating, Gut health, Muscle gain",None,3,Never,3–4 times,150–250,₹250,Wallets,Definitely,Weekly batch,1–2,"Loyalty points, Nutrition labels, Easy cooking, Fast delivery, Customizable, App-based tracking, Family plans",Definitely,Maybe,Free meals
36,Male,50k–75k,Bangalore,Freelancer,8–10,<15 min,1–2,Yes,4,"No skills, Cleaning up, Grocery hassle, Too tired, Don't enjoy it, Portioning issues, No ideas, No time",8–9 PM,Alternates,"Continental, Keto/High-protein, Mexican, South Indian",Mixed,Never,"Low-carb, Balanced meals, Low-calorie, Weight loss",None,5,Never,1–2 times,>400,₹150,Credit Card,Maybe,Weekly batch,5–6,"Easy cooking, Nutrition labels, Customizable, Loyalty points, Fast delivery, No cleanup, Family plans, Cancel-anytime",Maybe,Definitely,Discounts
35,Female,50k–75k,Pune,Full-time,8–10,<15 min,3–4,No,3,"Don't enjoy it, Too tired, No skills, Portioning issues, No ideas, Not cost-effective, Grocery hassle",Before 7 PM,Hired help,"North Indian, Italian, Fusion, Vegan, Mexican",Vegan,1–2,"Low-carb, Immune boost, Muscle gain, Gut health",Soy,3,Occasionally,3–4 times,150–250,₹300+,Wallets,Definitely,3x/week,3–4,"Fast delivery, Recipe variety, Customizable, No cleanup",Definitely,No,Free meals
36,Female,50k–75k,Other,Full-time,8–10,<15 min,5–6,No,4,"No time, Don't enjoy it, Waste of ingredients, Too tired, Grocery hassle",After 9 PM,Self,"Keto/High-protein, Chinese, Thai, Healthy Superfoods, Fusion, Mexican, Asian, North Indian",Mixed,3–4,"Sustainable eating, Balanced meals, Immune boost, Quick meal-prep, Muscle gain, Diabetes-friendly",None,4,Never,1–2 times,150–250,₹250,Credit Card,Maybe,Weekly batch,Daily,"Cancel-anytime, Family plans, App-based tracking, Nutrition labels, Fast delivery, Easy cooking",Definitely,Definitely,Discounts
42,Female,50k–75k,Delhi NCR,Full-time,6–8,15–30 min,Daily,No,1,"Too tired, No skills, No time, Cleaning up",8–9 PM,Self,"Italian, Vegan, Thai, Healthy Superfoods, Fusion, South Indian, North Indian",Vegetarian,3–4,"Gut health, Low-calorie, Gluten-free, Low-carb, Immune boost",None,2,Never,1–2 times,>400,₹250,Debit Card,Unlikely,3x/week,Daily,"Recipe variety, Easy cooking, Nutrition labels, App-based tracking, Loyalty points, Customizable",Definitely,Definitely,Free meals
37,Female,50k–75k,Other,Consultant,6–8,15–30 min,3–4,Yes,3,"Grocery hassle, Waste of ingredients, Portioning issues, No skills, Cleaning up, Not cost-effective",8–9 PM,Partner,"Thai, Healthy Superfoods, Italian, South Indian, Asian, Vegan, Mexican",Vegetarian,5+,"Quick meal-prep, Sustainable eating, Weight loss, Balanced meals, Low-carb, Gluten-free",None,5,Occasionally,3–4 times,150–250,₹200,Debit Card,Definitely,On-demand,1–2,"Nutrition labels, App-based tracking, Fast delivery, Family plans, Easy cooking, Recipe variety, Loyalty points, Cancel-anytime",Maybe,No,Discounts
32,Female,1L–1.5L,Bangalore,Freelancer,<6,15–30 min,5–6,No,2,"Cleaning up, No ideas, Waste of ingredients, No skills, Grocery hassle, Too tired, Not cost-effective",7–8 PM,Partner,"Mexican, Chinese, Keto/High-protein, Italian",Vegetarian,1–2,"Gut health, Low-carb, Muscle gain, Immune boost",None,3,Regularly,1–2 times,250–400,₹200,Debit Card,Definitely,Daily,5–6,"No cleanup, App-based tracking, Fast delivery, Recipe variety",Definitely,Definitely,Free meals
25,Male,50k–75k,Pune,Student,8–10,15–30 min,3–4,No,1,"No time, Grocery hassle, Waste of ingredients, Cleaning up, No skills, Portioning issues, Don't enjoy it, Too tired",After 9 PM,Self,"Mexican, Healthy Superfoods, North Indian, Vegan, Italian, Asian, Continental",Mixed,1–2,"Immune boost, Weight loss, Gluten-free, Sustainable eating, Low-carb, Quick meal-prep, Muscle gain, Low-calorie",None,4,Regularly,Never,>400,₹250,Wallets,Maybe,On-demand,5–6,"Customizable, Recipe variety, Easy cooking, Nutrition labels, No cleanup, Cancel-anytime, Fast delivery",Definitely,No,Discounts
37,Male,50k–75k,Delhi NCR,Full-time,8–10,15–30 min,Daily,Yes,3,"No skills, Don't enjoy it, Waste of ingredients, Too tired, Portioning issues, Cleaning up, Not cost-effective",8–9 PM,Partner,"South Indian, Healthy Superfoods, Asian, Chinese, Thai, Continental",Non-Vegetarian,3–4,"Low-carb, Muscle gain, Gluten-free, Weight loss, Balanced meals",None,2,Regularly,3–4 times,150–250,₹200,UPI,Definitely,Weekly batch,5–6,"Fast delivery, Customizable, Loyalty points, Easy cooking, Family plans",Definitely,Maybe,Discounts
31,Male,1.5L+,Delhi NCR,Full-time,8–10,30–60 min,None,Yes,1,"Too tired, Don't enjoy it, Waste of ingredients, No skills, No time, Portioning issues, Grocery hassle",7–8 PM,Partner,"Mexican, Vegan, Asian, North Indian, Healthy Superfoods, Chinese",Non-Vegetarian,Never,"Balanced meals, Muscle gain, Low-carb, Quick meal-prep, Sustainable eating, Gluten-free, Low-calorie, Gut health",None,5,Occasionally,1–2 times,<150,₹300+,UPI,Maybe,3x/week,3–4,"Recipe variety, App-based tracking, Family plans, Cancel-anytime, Loyalty points, Customizable",Definitely,Maybe,Discounts
30,Female,1L–1.5L,Delhi NCR,Full-time,<6,30–60 min,3–4,Yes,1,"No skills, Cleaning up, No time, Waste of ingredients, Don't enjoy it, Not cost-effective, Too tired",After 9 PM,Hired help,"Thai, Healthy Superfoods, Mexican, Italian, Keto/High-protein, Vegan, Continental, North Indian",Vegetarian,Never,"Weight loss, Low-carb, Gut health, Gluten-free, Diabetes-friendly",None,4,Regularly,3–4 times,250–400,₹200,Debit Card,Maybe,On-demand,1–2,"App-based tracking, Loyalty points, Fast delivery, Cancel-anytime, Family plans",Definitely,Definitely,Discounts
29,Male,<30k,Delhi NCR,Full-time,8–10,30–60 min,5–6,Yes,4,"Not cost-effective, No time, No skills, Portioning issues, Don't enjoy it, Cleaning up",7–8 PM,Partner,"North Indian, Vegan, Asian, Mexican, Fusion",Mixed,Never,"Immune boost, High-protein, Low-carb, Gluten-free, Sustainable eating",None,3,Never,5+,150–250,₹200,Credit Card,Definitely,Weekly batch,3–4,"Nutrition labels, Family plans, App-based tracking, Fast delivery, Cancel-anytime",Definitely,Maybe,Free meals
26,Male,75k–1L,Other,Student,6–8,15–30 min,None,Yes,1,"Cleaning up, Too tired, Waste of ingredients, No time",8–9 PM,Self,"Mexican, Italian, North Indian, Thai, Chinese, Vegan, Healthy Superfoods, Asian",Non-Vegetarian,3–4,"Sustainable eating, Diabetes-friendly, Immune boost, Balanced meals, Weight loss, Muscle gain, Quick meal-prep",None,3,Regularly,Never,250–400,₹200,Credit Card,Maybe,3x/week,1–2,"No cleanup, Loyalty points, Family plans, Easy cooking, Customizable, Cancel-anytime, Fast delivery",Maybe,Maybe,Discounts
30,Male,50k–75k,Chennai,Part-time,6–8,15–30 min,5–6,No,1,"Grocery hassle, Don't enjoy it, Waste of ingredients, No ideas",7–8 PM,Alternates,"Keto/High-protein, South Indian, Fusion, Italian, Mexican, Thai",Vegetarian,5+,"Diabetes-friendly, Sustainable eating, Gluten-free, Immune boost, Weight loss, Muscle gain, High-protein",None,5,Never,1–2 times,150–250,₹200,UPI,Maybe,Weekly batch,3–4,"Recipe variety, Customizable, No cleanup, App-based tracking, Loyalty points",Maybe,Maybe,Discounts
36,Male,1.5L+,Delhi NCR,Full-time,<6,60+ min,3–4,Only on weekends,2,"Not cost-effective, Too tired, No skills, No time, No ideas",8–9 PM,Partner,"Thai, North Indian, South Indian, Vegan, Italian",Mixed,3–4,"Sustainable eating, Quick meal-prep, Gluten-free, Low-calorie, Gut health, Diabetes-friendly, Immune boost, Weight loss",None,5,Never,1–2 times,150–250,₹300+,UPI,Definitely,3x/week,1–2,"Easy cooking, Nutrition labels, Cancel-anytime, Family plans, Recipe variety, Loyalty points",No,Maybe,Discounts
36,Male,50k–75k,Delhi NCR,Consultant,10+,<15 min,3–4,Yes,2,"Cleaning up, Too tired, Waste of ingredients, Grocery hassle, Don't enjoy it, No time, No skills",Before 7 PM,Hired help,"Chinese, Continental, Mexican, North Indian, Keto/High-protein, Italian, Healthy Superfoods",Non-Vegetarian,1–2,"Sustainable eating, Low-carb, Immune boost, Quick meal-prep, Low-calorie, High-protein",None,2,Regularly,1–2 times,250–400,₹250,Cash,Unlikely,3x/week,3–4,"App-based tracking, Loyalty points, Nutrition labels, Family plans",Definitely,Definitely,Discounts
37,Male,1.5L+,Delhi NCR,Full-time,8–10,15–30 min,3–4,No,3,"Grocery hassle, No skills, Too tired, Waste of ingredients, Not cost-effective",8–9 PM,Self,"Fusion, Keto/High-protein, Healthy Superfoods, South Indian, Asian, North Indian",Non-Vegetarian,5+,"Quick meal-prep, Gut health, Low-calorie, High-protein, Diabetes-friendly, Sustainable eating, Gluten-free",None,4,Occasionally,1–2 times,150–250,₹150,Debit Card,Definitely,On-demand,3–4,"Family plans, App-based tracking, Fast delivery, Loyalty points, Recipe variety, Customizable, Cancel-anytime, Nutrition labels",Definitely,Definitely,Free meals
28,Male,75k–1L,Mumbai,Full-time,8–10,60+ min,3–4,No,3,"Grocery hassle, No ideas, Not cost-effective, Portioning issues",8–9 PM,Self,"Vegan, South Indian, Continental, Chinese, North Indian, Thai, Mexican, Fusion",Non-Vegetarian,3–4,"Quick meal-prep, Gluten-free, Gut health, Muscle gain, Immune boost, Diabetes-friendly, Weight loss, High-protein",None,3,Regularly,1–2 times,<150,₹300+,Debit Card,Maybe,On-demand,3–4,"Cancel-anytime, Customizable, Easy cooking, Family plans, No cleanup",Maybe,Maybe,Discounts
32,Female,75k–1L,Chennai,Student,6–8,30–60 min,3–4,Yes,4,"Cleaning up, Waste of ingredients, Grocery hassle, No skills, Not cost-effective, Portioning issues, No time, No ideas",After 9 PM,Partner,"Chinese, Asian, Thai, Italian, Fusion, Vegan",Vegetarian,Never,"Weight loss, Gluten-free, Low-calorie, Low-carb, Gut health, Sustainable eating, Balanced meals, Immune boost",None,3,Never,5+,250–400,₹250,UPI,Unlikely,Weekly batch,3–4,"No cleanup, Fast delivery, Easy cooking, Cancel-anytime, App-based tracking, Nutrition labels, Customizable, Family plans",Definitely,No,Not important
25,Male,75k–1L,Hyderabad,Full-time,10+,15–30 min,5–6,Yes,1,"Portioning issues, No skills, Not cost-effective, No time",7–8 PM,Partner,"Mexican, North Indian, Italian, Asian, Chinese, Thai, Fusion, Vegan",Non-Vegetarian,5+,"Balanced meals, Gluten-free, Gut health, Quick meal-prep, Diabetes-friendly",None,4,Never,3–4 times,150–250,₹200,Wallets,Definitely,Weekly batch,3–4,"Cancel-anytime, Loyalty points, Fast delivery, No cleanup, Easy cooking, App-based tracking, Recipe variety, Family plans",Definitely,Maybe,Free meals
34,Female,50k–75k,Bangalore,Full-time,8–10,15–30 min,1–2,Yes,2,"Grocery hassle, Not cost-effective, No ideas, Too tired, Cleaning up, No time, No skills",After 9 PM,Alternates,"North Indian, South Indian, Chinese, Mexican, Keto/High-protein",Vegetarian,5+,"Sustainable eating, Muscle gain, Gluten-free, Balanced meals, High-protein, Weight loss, Immune boost",None,3,Occasionally,Never,150–250,₹150,Debit Card,Unlikely,Weekly batch,1–2,"Easy cooking, Cancel-anytime, Loyalty points, Family plans, Nutrition labels",Definitely,Definitely,Discounts
35,Female,50k–75k,Chennai,Full-time,6–8,15–30 min,1–2,No,2,"Not cost-effective, No time, Waste of ingredients, Portioning issues, Too tired, Don't enjoy it, Cleaning up, Grocery hassle",8–9 PM,Partner,"Chinese, Thai, Mexican, Continental, Asian, South Indian, Fusion",Mixed,3–4,"Quick meal-prep, Gut health, Low-carb, Muscle gain, Low-calorie, Weight loss",None,4,Never,1–2 times,150–250,₹300+,UPI,Maybe,Weekly batch,5–6,"No cleanup, Loyalty points, Cancel-anytime, Nutrition labels, App-based tracking, Recipe variety, Customizable",Definitely,Maybe,Discounts
29,Female,30k–50k,Bangalore,Consultant,10+,15–30 min,5–6,No,2,"No time, Waste of ingredients, Grocery hassle, Portioning issues",7–8 PM,Self,"Continental, Mexican, Italian, Chinese, Fusion",Non-Vegetarian,Never,"Balanced meals, Gut health, Diabetes-friendly, Weight loss, Sustainable eating",None,3,Regularly,5+,150–250,₹150,Debit Card,Maybe,On-demand,5–6,"Cancel-anytime, App-based tracking, Fast delivery, Customizable, Easy cooking",Maybe,Definitely,Discounts
31,Male,50k–75k,Delhi NCR,Full-time,8–10,60+ min,5–6,Yes,2,"Not cost-effective, Grocery hassle, Don't enjoy it, Cleaning up, No skills, No time",7–8 PM,Parent,"South Indian, Thai, Fusion, Vegan, Keto/High-protein, Asian, North Indian",Mixed,3–4,"Low-carb, Balanced meals, Gluten-free, Low-calorie",None,4,Regularly,Never,150–250,₹250,UPI,Definitely,On-demand,5–6,"Family plans, Customizable, No cleanup, Fast delivery, App-based tracking",Definitely,Definitely,Free meals
20,Male,75k–1L,Mumbai,Full-time,6–8,30–60 min,3–4,Yes,2,"Portioning issues, No skills, Waste of ingredients, Too tired, Cleaning up",After 9 PM,Hired help,"Mexican, Vegan, Keto/High-protein, Fusion, Continental, North Indian, Asian, Healthy Superfoods",Mixed,3–4,"Muscle gain, Diabetes-friendly, Gluten-free, Balanced meals",Gluten,3,Never,3–4 times,150–250,₹150,UPI,Unlikely,Weekly batch,Daily,"Recipe variety, Cancel-anytime, Customizable, Loyalty points",Definitely,Definitely,Not important
40,Male,75k–1L,Chennai,Student,8–10,<15 min,1–2,Only on weekends,1,"No ideas, No time, Not cost-effective, Don't enjoy it",After 9 PM,Parent,"Chinese, Thai, Italian, Vegan, Fusion, Healthy Superfoods",Non-Vegetarian,3–4,"Muscle gain, Low-carb, Balanced meals, Weight loss, Diabetes-friendly, Quick meal-prep, Sustainable eating",None,4,Regularly,5+,150–250,₹250,UPI,Definitely,3x/week,5–6,"Customizable, Cancel-anytime, Easy cooking, Recipe variety, Fast delivery, App-based tracking, No cleanup",Definitely,Maybe,Free meals
40,Male,50k–75k,Mumbai,Homemaker,6–8,<15 min,1–2,Only on weekends,1,"No time, No skills, Grocery hassle, Cleaning up, Portioning issues, No ideas, Too tired, Don't enjoy it",8–9 PM,Self,"Asian, North Indian, Keto/High-protein, Mexican, Italian",Vegetarian,1–2,"Weight loss, High-protein, Gut health, Sustainable eating, Balanced meals, Diabetes-friendly, Low-calorie, Gluten-free",None,4,Never,Never,<150,₹250,Credit Card,Definitely,On-demand,3–4,"App-based tracking, Nutrition labels, Fast delivery, Family plans",Definitely,Maybe,Free meals
28,Female,1L–1.5L,Pune,Full-time,<6,15–30 min,1–2,Yes,2,"Too tired, Portioning issues, Grocery hassle, Cleaning up, No ideas, Not cost-effective, No time",8–9 PM,Self,"Italian, Keto/High-protein, Chinese, Vegan, Healthy Superfoods, Asian, Fusion",Non-Vegetarian,5+,"Muscle gain, Weight loss, Gut health, Gluten-free, Balanced meals",None,3,Regularly,5+,250–400,₹250,Credit Card,Maybe,Weekly batch,3–4,"Nutrition labels, Easy cooking, No cleanup, Family plans, Fast delivery, Customizable, Recipe variety, App-based tracking",Definitely,Definitely,Free meals
29,Male,50k–75k,Delhi NCR,Full-time,8–10,15–30 min,5–6,Yes,5,"Portioning issues, No time, Not cost-effective, Grocery hassle, Waste of ingredients",7–8 PM,Alternates,"Vegan, Mexican, Fusion, Italian, Healthy Superfoods",Non-Vegetarian,Never,"Low-calorie, Balanced meals, Gut health, Weight loss",None,4,Never,3–4 times,150–250,₹200,UPI,Definitely,Weekly batch,Daily,"Loyalty points, Recipe variety, Fast delivery, App-based tracking, Nutrition labels, Family plans, Customizable",Maybe,Definitely,Discounts
